Date,Nifty,TCS.BO,INFY.BO,RELIANCE.BO,HDFCBANK.BO,ICICIBANK.BO
2022-11-28,18562.75,3288.81689453125,1601.720703125,2698.51708984375,1581.6165771484375,928.8094482421875
2022-11-29,18618.05078125,3288.526611328125,1606.7037353515625,2701.506591796875,1579.5404052734375,939.2237548828125
2022-11-30,18758.349609375,3283.9765625,1610.7493896484375,2722.78125,1590.5146484375,945.6211547851562
2022-12-01,18812.5,3364.033447265625,1635.614990234375,2713.36474609375,1600.7967529296875,932.2808837890625
2022-12-02,18696.099609375,3329.329345703125,1616.8177490234375,2713.065673828125,1588.88330078125,923.2055053710938
2022-12-05,18701.05078125,3315.53466796875,1618.7418212890625,2673.406005859375,1594.0244140625,925.9330444335938
2022-12-06,18642.75,3276.18408203125,1591.4586181640625,2678.786865234375,1593.67822265625,914.2789306640625
2022-12-07,18560.5,3272.553955078125,1583.7620849609375,2640.57177734375,1591.700927734375,914.5764770507812
2022-12-08,18609.349609375,3243.22216796875,1598.46435546875,2640.17333984375,1601.1427001953125,923.9494018554688
2022-12-09,18496.599609375,3187.41455078125,1548.0421142578125,2599.91552734375,1612.80908203125,923.0567626953125
2022-12-12,18497.150390625,3179.525146484375,1526.58056640625,2603.054443359375,1624.920166015625,921.7177124023438
2022-12-13,18608.0,3225.41015625,1551.841064453125,2614.962158203125,1629.6656494140625,924.1973266601562
2022-12-14,18660.30078125,3257.162109375,1559.291015625,2605.695068359375,1642.7655029296875,913.4854736328125
2022-12-15,18414.900390625,3198.9345703125,1518.9827880859375,2569.67236328125,1612.2156982421875,901.1866455078125
2022-12-16,18269.0,3134.608154296875,1502.158935546875,2556.070556640625,1620.1251220703125,894.888427734375
2022-12-19,18420.44921875,3099.27490234375,1487.6044921875,2590.847412109375,1625.859375,898.8062133789062
2022-12-20,18385.30078125,3139.254638671875,1487.505859375,2611.9228515625,1612.957275390625,902.0297241210938
2022-12-21,18199.099609375,3162.729736328125,1489.775390625,2575.30224609375,1599.01708984375,885.0692138671875
2022-12-22,18127.349609375,3154.5498046875,1500.876220703125,2568.8251953125,1592.491943359375,883.1351318359375
2022-12-23,17806.80078125,3124.153564453125,1477.6878662109375,2492.744140625,1579.5404052734375,872.0265502929688
2022-12-26,18014.599609375,3151.791015625,1482.325439453125,2515.61328125,1609.6947021484375,885.1188354492188
2022-12-27,18132.30078125,3154.888671875,1495.3997802734375,2536.091064453125,1612.1663818359375,893.301513671875
2022-12-28,18122.5,3152.2265625,1490.8114013671875,2535.492919921875,1610.9798583984375,891.367431640625
2022-12-29,18191.0,3164.7626953125,1497.373291015625,2533.599853515625,1622.3001708984375,899.3021850585938
2022-12-30,18105.30078125,3155.082275390625,1488.68994140625,2539.229736328125,1608.8543701171875,883.6806640625
